country,year,value,type
Spain,1999,0.1435,renewable_energy_share
Sweden,1999,0.4828,renewable_energy_share
United Kingdom,1999,0.034,renewable_energy_share
Norway,1999,0.9956,renewable_energy_share
Turkey,1999,0.2998,renewable_energy_share
Kazakhstan,1999,0.1291,renewable_energy_share
Russia,1999,0.1908,renewable_energy_share
Ukraine,1999,0.0843,renewable_energy_share
Uzbekistan,1999,0.1255,renewable_energy_share
Canada,1999,0.6119,renewable_energy_share
United States,1999,0.0963,renewable_energy_share
Argentina,1999,0.2754,renewable_energy_share
Brazil,1999,0.9004,renewable_energy_share
Chile,1999,0.3803,renewable_energy_share
Colombia,1999,0.7986,renewable_energy_share
Mexico,1999,0.2091,renewable_energy_share
Venezuela,1999,0.7516,renewable_energy_share
China,1999,0.1668,renewable_energy_share
India,1999,0.1526,renewable_energy_share
Indonesia,1999,0.1412,renewable_energy_share
Japan,1999,0.1017,renewable_energy_share
Malaysia,1999,0.1154,renewable_energy_share
South Korea,1999,0.026,renewable_energy_share
Taiwan,1999,0.057,renewable_energy_share
Thailand,1999,0.0489,renewable_energy_share
Australia,1999,0.0871,renewable_energy_share
New Zealand,1999,0.6952,renewable_energy_share
Algeria,1999,0.0076,renewable_energy_share
Egypt,1999,0.2144,renewable_energy_share
Nigeria,1999,0.3821,renewable_energy_share
South Africa,1999,0.0173,renewable_energy_share
Iran,1999,0.0442,renewable_energy_share
Kuwait,1999,0,renewable_energy_share
Saudi Arabia,1999,0,renewable_energy_share
United Arab Emirates,1999,0,renewable_energy_share
Belgium,2000,0.0272,renewable_energy_share
Czech Rep.,2000,0.0386,renewable_energy_share
France,2000,0.1374,renewable_energy_share
Germany,2000,0.0689,renewable_energy_share
Italy,2000,0.2081,renewable_energy_share
Netherlands,2000,0.0332,renewable_energy_share
Poland,2000,0.0299,renewable_energy_share
Portugal,2000,0.303,renewable_energy_share
Romania,2000,0.2846,renewable_energy_share
Spain,2000,0.1695,renewable_energy_share
Sweden,2000,0.5726,renewable_energy_share
United Kingdom,2000,0.0336,renewable_energy_share
Norway,2000,0.9972,renewable_energy_share
Turkey,2000,0.2494,renewable_energy_share
Kazakhstan,2000,0.1467,renewable_energy_share
Russia,2000,0.1885,renewable_energy_share
Ukraine,2000,0.0668,renewable_energy_share
Uzbekistan,2000,0.1254,renewable_energy_share
Canada,2000,0.6061,renewable_energy_share
United States,2000,0.0881,renewable_energy_share
Argentina,2000,0.3321,renewable_energy_share
Brazil,2000,0.8949,renewable_energy_share
Chile,2000,0.4855,renewable_energy_share
Colombia,2000,0.7552,renewable_energy_share
Mexico,2000,0.198,renewable_energy_share
Venezuela,2000,0.7375,renewable_energy_share
China,2000,0.1664,renewable_energy_share
India,2000,0.1359,renewable_energy_share
Indonesia,2000,0.1596,renewable_energy_share
Japan,2000,0.1007,renewable_energy_share
Malaysia,2000,0.1006,renewable_energy_share
South Korea,2000,0.0197,renewable_energy_share
Taiwan,2000,0.0537,renewable_energy_share
Thailand,2000,0.0681,renewable_energy_share
Australia,2000,0.0854,renewable_energy_share
New Zealand,2000,0.715,renewable_energy_share
Algeria,2000,0.002,renewable_energy_share
Egypt,2000,0.177,renewable_energy_share
Nigeria,2000,0.3822,renewable_energy_share
South Africa,2000,0.0201,renewable_energy_share
Iran,2000,0.0304,renewable_energy_share
Kuwait,2000,0,renewable_energy_share
Saudi Arabia,2000,0,renewable_energy_share
United Arab Emirates,2000,0,renewable_energy_share
Belgium,2001,0.0285,renewable_energy_share
Czech Rep.,2001,0.0401,renewable_energy_share
France,2001,0.1492,renewable_energy_share
Germany,2001,0.0723,renewable_energy_share
Italy,2001,0.2203,renewable_energy_share
Netherlands,2001,0.0353,renewable_energy_share
Poland,2001,0.0321,renewable_energy_share
Portugal,2001,0.3458,renewable_energy_share
Romania,2001,0.277,renewable_energy_share
Spain,2001,0.2215,renewable_energy_share
Sweden,2001,0.5157,renewable_energy_share
United Kingdom,2001,0.0311,renewable_energy_share
Norway,2001,0.9952,renewable_energy_share
Turkey,2001,0.1984,renewable_energy_share
Kazakhstan,2001,0.1421,renewable_energy_share
Russia,2001,0.1974,renewable_energy_share
Ukraine,2001,0.0706,renewable_energy_share
Uzbekistan,2001,0.1255,renewable_energy_share
Canada,2001,0.5804,renewable_energy_share
United States,2001,0.0742,renewable_energy_share
Argentina,2001,0.4184,renewable_energy_share
Brazil,2001,0.8429,renewable_energy_share
Chile,2001,0.5426,renewable_energy_share
Colombia,2001,0.7434,renewable_energy_share
Mexico,2001,0.1711,renewable_energy_share
Venezuela,2001,0.6707,renewable_energy_share
China,2001,0.1896,renewable_energy_share
India,2001,0.1321,renewable_energy_share
Indonesia,2001,0.1747,renewable_energy_share
Japan,2001,0.0994,renewable_energy_share
Malaysia,2001,0.0993,renewable_energy_share
South Korea,2001,0.0195,renewable_energy_share
Taiwan,2001,0.0552,renewable_energy_share
Thailand,2001,0.0664,renewable_energy_share
Australia,2001,0.0825,renewable_energy_share
New Zealand,2001,0.6356,renewable_energy_share
Algeria,2001,0.0024,renewable_energy_share
Egypt,2001,0.1843,renewable_energy_share
Nigeria,2001,0.3822,renewable_energy_share
South Africa,2001,0.0201,renewable_energy_share
Iran,2001,0.0391,renewable_energy_share
Kuwait,2001,0,renewable_energy_share
Saudi Arabia,2001,0,renewable_energy_share
United Arab Emirates,2001,0,renewable_energy_share
Belgium,2002,0.0276,renewable_energy_share
Czech Rep.,2002,0.0439,renewable_energy_share
France,2002,0.1246,renewable_energy_share
Germany,2002,0.0839,renewable_energy_share
Italy,2002,0.1965,renewable_energy_share
Netherlands,2002,0.0414,renewable_energy_share
Poland,2002,0.0305,renewable_energy_share
Portugal,2002,0.221,renewable_energy_share
Romania,2002,0.2932,renewable_energy_share
Spain,2002,0.1561,renewable_energy_share
Sweden,2002,0.4851,renewable_energy_share
United Kingdom,2002,0.0356,renewable_energy_share
Norway,2002,0.9958,renewable_energy_share
Turkey,2002,0.2625,renewable_energy_share
Kazakhstan,2002,0.1524,renewable_energy_share
Russia,2002,0.1844,renewable_energy_share
Ukraine,2002,0.0565,renewable_energy_share
Uzbekistan,2002,0.1255,renewable_energy_share
Canada,2002,0.5989,renewable_energy_share
United States,2002,0.092,renewable_energy_share
Argentina,2002,0.4359,renewable_energy_share
Brazil,2002,0.8574,renewable_energy_share
Chile,2002,0.5545,renewable_energy_share
Colombia,2002,0.765,renewable_energy_share
Mexico,2002,0.1506,renewable_energy_share
Venezuela,2002,0.6482,renewable_energy_share
China,2002,0.1762,renewable_energy_share
India,2002,0.1206,renewable_energy_share
Indonesia,2002,0.1495,renewable_energy_share
Japan,2002,0.0964,renewable_energy_share
Malaysia,2002,0.0714,renewable_energy_share
South Korea,2002,0.0166,renewable_energy_share
Taiwan,2002,0.0384,renewable_energy_share
Thailand,2002,0.0748,renewable_energy_share
Australia,2002,0.0793,renewable_energy_share
New Zealand,2002,0.6948,renewable_energy_share
Algeria,2002,0.0019,renewable_energy_share
Egypt,2002,0.1465,renewable_energy_share
Nigeria,2002,0.3822,renewable_energy_share
South Africa,2002,0.0211,renewable_energy_share
Iran,2002,0.0573,renewable_energy_share
Kuwait,2002,0,renewable_energy_share
Saudi Arabia,2002,0,renewable_energy_share
United Arab Emirates,2002,0,renewable_energy_share
Belgium,2003,0.0267,renewable_energy_share
Czech Rep.,2003,0.0275,renewable_energy_share
France,2003,0.1207,renewable_energy_share
Germany,2003,0.0834,renewable_energy_share
Italy,2003,0.1854,renewable_energy_share
Netherlands,2003,0.0409,renewable_energy_share
Poland,2003,0.0255,renewable_energy_share
Portugal,2003,0.3849,renewable_energy_share
Romania,2003,0.2405,renewable_energy_share
Spain,2003,0.227,renewable_energy_share
Sweden,2003,0.4341,renewable_energy_share
United Kingdom,2003,0.0335,renewable_energy_share
Norway,2003,0.994,renewable_energy_share
Turkey,2003,0.2529,renewable_energy_share
Kazakhstan,2003,0.135,renewable_energy_share
Russia,2003,0.1725,renewable_energy_share
Ukraine,2003,0.0522,renewable_energy_share
Uzbekistan,2003,0.1543,renewable_energy_share
Canada,2003,0.5892,renewable_energy_share
United States,2003,0.0949,renewable_energy_share
Argentina,2003,0.3797,renewable_energy_share
Brazil,2003,0.8716,renewable_energy_share
Chile,2003,0.5016,renewable_energy_share
Colombia,2003,0.7879,renewable_energy_share
Mexico,2003,0.1213,renewable_energy_share
Venezuela,2003,0.6584,renewable_energy_share
China,2003,0.1504,renewable_energy_share
India,2003,0.1347,renewable_energy_share
Indonesia,2003,0.1364,renewable_energy_share
Japan,2003,0.1098,renewable_energy_share
Malaysia,2003,0.0644,renewable_energy_share
South Korea,2003,0.0206,renewable_energy_share
Taiwan,2003,0.0404,renewable_energy_share
Thailand,2003,0.0722,renewable_energy_share
Australia,2003,0.0853,renewable_energy_share
New Zealand,2003,0.66,renewable_energy_share
Algeria,2003,0.0083,renewable_energy_share
Egypt,2003,0.1406,renewable_energy_share
Nigeria,2003,0.369,renewable_energy_share
South Africa,2003,0.0169,renewable_energy_share
Iran,2003,0.0723,renewable_energy_share
Kuwait,2003,0,renewable_energy_share
Saudi Arabia,2003,0,renewable_energy_share
United Arab Emirates,2003,0,renewable_energy_share
Belgium,2004,0.0325,renewable_energy_share
Czech Rep.,2004,0.0389,renewable_energy_share
France,2004,0.1207,renewable_energy_share
Germany,2004,0.102,renewable_energy_share
Italy,2004,0.2025,renewable_energy_share
Netherlands,2004,0.0524,renewable_energy_share
Poland,2004,0.0312,renewable_energy_share
Portugal,2004,0.2792,renewable_energy_share
Romania,2004,0.2923,renewable_energy_share
Spain,2004,0.1912,renewable_energy_share
Sweden,2004,0.4497,renewable_energy_share
United Kingdom,2004,0.0426,renewable_energy_share
Norway,2004,0.9935,renewable_energy_share
Turkey,2004,0.3073,renewable_energy_share
Kazakhstan,2004,0.1204,renewable_energy_share
Russia,2004,0.1913,renewable_energy_share
Ukraine,2004,0.0654,renewable_energy_share
Uzbekistan,2004,0.1802,renewable_energy_share
Canada,2004,0.5845,renewable_energy_share
United States,2004,0.0922,renewable_energy_share
Argentina,2004,0.3169,renewable_energy_share
Brazil,2004,0.8603,renewable_energy_share
Chile,2004,0.469,renewable_energy_share
Colombia,2004,0.8165,renewable_energy_share
Mexico,2004,0.1445,renewable_energy_share
Venezuela,2004,0.711,renewable_energy_share
China,2004,0.1622,renewable_energy_share
India,2004,0.1448,renewable_energy_share
Indonesia,2004,0.1361,renewable_energy_share
Japan,2004,0.107,renewable_energy_share
Malaysia,2004,0.0709,renewable_energy_share
South Korea,2004,0.0168,renewable_energy_share
Taiwan,2004,0.0386,renewable_energy_share
Thailand,2004,0.0582,renewable_energy_share
Australia,2004,0.0828,renewable_energy_share
New Zealand,2004,0.7206,renewable_energy_share
Algeria,2004,0.0075,renewable_energy_share
Egypt,2004,0.13,renewable_energy_share
Nigeria,2004,0.334,renewable_energy_share
South Africa,2004,0.02,renewable_energy_share
Iran,2004,0.0639,renewable_energy_share
Kuwait,2004,0,renewable_energy_share
Saudi Arabia,2004,0,renewable_energy_share
United Arab Emirates,2004,0,renewable_energy_share
Belgium,2005,0.0393,renewable_energy_share
Czech Rep.,2005,0.0458,renewable_energy_share
France,2005,0.1062,renewable_energy_share
Germany,2005,0.1113,renewable_energy_share
Italy,2005,0.1821,renewable_energy_share
Netherlands,2005,0.0745,renewable_energy_share
Poland,2005,0.0346,renewable_energy_share
Portugal,2005,0.1857,renewable_energy_share
Romania,2005,0.3402,renewable_energy_share
Spain,2005,0.1595,renewable_energy_share
Sweden,2005,0.5132,renewable_energy_share
United Kingdom,2005,0.0499,renewable_energy_share
Norway,2005,0.9947,renewable_energy_share
Turkey,2005,0.2454,renewable_energy_share
Kazakhstan,2005,0.1158,renewable_energy_share
Russia,2005,0.1837,renewable_energy_share
Ukraine,2005,0.0674,renewable_energy_share
Uzbekistan,2005,0.1754,renewable_energy_share
Canada,2005,0.6004,renewable_energy_share
United States,2005,0.0912,renewable_energy_share
Argentina,2005,0.3369,renewable_energy_share
Brazil,2005,0.8712,renewable_energy_share
Chile,2005,0.5388,renewable_energy_share
Colombia,2005,0.8017,renewable_energy_share
Mexico,2005,0.152,renewable_energy_share
Venezuela,2005,0.7328,renewable_energy_share
China,2005,0.1618,renewable_energy_share
India,2005,0.1662,renewable_energy_share
Indonesia,2005,0.1361,renewable_energy_share
Japan,2005,0.092,renewable_energy_share
Malaysia,2005,0.0628,renewable_energy_share
South Korea,2005,0.0143,renewable_energy_share
Taiwan,2005,0.0429,renewable_energy_share
Thailand,2005,0.0554,renewable_energy_share
Australia,2005,0.0892,renewable_energy_share
New Zealand,2005,0.6424,renewable_energy_share
Algeria,2005,0.0153,renewable_energy_share
Egypt,2005,0.1214,renewable_energy_share
Nigeria,2005,0.33,renewable_energy_share
South Africa,2005,0.0183,renewable_energy_share
Iran,2005,0.0908,renewable_energy_share
Kuwait,2005,0,renewable_energy_share
Saudi Arabia,2005,0,renewable_energy_share
United Arab Emirates,2005,0,renewable_energy_share
Belgium,2006,0.0493,renewable_energy_share
Czech Rep.,2006,0.0501,renewable_energy_share
France,2006,0.1179,renewable_energy_share
Germany,2006,0.1226,renewable_energy_share
Italy,2006,0.1817,renewable_energy_share
Netherlands,2006,0.0815,renewable_energy_share
Poland,2006,0.0326,renewable_energy_share
Portugal,2006,0.3301,renewable_energy_share
Romania,2006,0.2928,renewable_energy_share
Spain,2006,0.1871,renewable_energy_share
Sweden,2006,0.4965,renewable_energy_share
United Kingdom,2006,0.0553,renewable_energy_share
Norway,2006,0.9932,renewable_energy_share
Turkey,2006,0.2525,renewable_energy_share
Kazakhstan,2006,0.1084,renewable_energy_share
Russia,2006,0.1765,renewable_energy_share
Ukraine,2006,0.0676,renewable_energy_share
Uzbekistan,2006,0.1799,renewable_energy_share
Canada,2006,0.5955,renewable_energy_share
United States,2006,0.0979,renewable_energy_share
Argentina,2006,0.3725,renewable_energy_share
Brazil,2006,0.8675,renewable_energy_share
Chile,2006,0.5525,renewable_energy_share
Colombia,2006,0.806,renewable_energy_share
Mexico,2006,0.1533,renewable_energy_share
Venezuela,2006,0.739,renewable_energy_share
China,2006,0.1559,renewable_energy_share
India,2006,0.1754,renewable_energy_share
Indonesia,2006,0.1226,renewable_energy_share
Japan,2006,0.1023,renewable_energy_share
Malaysia,2006,0.0717,renewable_energy_share
South Korea,2006,0.0143,renewable_energy_share
Taiwan,2006,0.0432,renewable_energy_share
Thailand,2006,0.0692,renewable_energy_share
Australia,2006,0.0934,renewable_energy_share
New Zealand,2006,0.6448,renewable_energy_share
Algeria,2006,0.0058,renewable_energy_share
Egypt,2006,0.1173,renewable_energy_share
Nigeria,2006,0.271,renewable_energy_share
South Africa,2006,0.0241,renewable_energy_share
Iran,2006,0.0954,renewable_energy_share
Kuwait,2006,0,renewable_energy_share
Saudi Arabia,2006,0,renewable_energy_share
United Arab Emirates,2006,0,renewable_energy_share
Belgium,2007,0.0538,renewable_energy_share
Czech Rep.,2007,0.0436,renewable_energy_share
France,2007,0.1257,renewable_energy_share
Germany,2007,0.1487,renewable_energy_share
Italy,2007,0.1701,renewable_energy_share
Netherlands,2007,0.0721,renewable_energy_share
Poland,2007,0.0378,renewable_energy_share
Portugal,2007,0.3508,renewable_energy_share
Romania,2007,0.2595,renewable_energy_share
Spain,2007,0.2016,renewable_energy_share
Sweden,2007,0.5206,renewable_energy_share
United Kingdom,2007,0.0593,renewable_energy_share
Norway,2007,0.9914,renewable_energy_share
Turkey,2007,0.1903,renewable_energy_share
Kazakhstan,2007,0.1067,renewable_energy_share
Russia,2007,0.1768,renewable_energy_share
Ukraine,2007,0.0539,renewable_energy_share
Uzbekistan,2007,0.1307,renewable_energy_share
Canada,2007,0.603,renewable_energy_share
United States,2007,0.0891,renewable_energy_share
Argentina,2007,0.3006,renewable_energy_share
Brazil,2007,0.8821,renewable_energy_share
Chile,2007,0.4416,renewable_energy_share
Colombia,2007,0.8153,renewable_energy_share
Mexico,2007,0.1409,renewable_energy_share
Venezuela,2007,0.7272,renewable_energy_share
China,2007,0.1526,renewable_energy_share
India,2007,0.1786,renewable_energy_share
Indonesia,2007,0.129,renewable_energy_share
Japan,2007,0.0901,renewable_energy_share
Malaysia,2007,0.0666,renewable_energy_share
South Korea,2007,0.014,renewable_energy_share
Taiwan,2007,0.0452,renewable_energy_share
Thailand,2007,0.0691,renewable_energy_share
Australia,2007,0.0871,renewable_energy_share
New Zealand,2007,0.6557,renewable_energy_share
Algeria,2007,0.0057,renewable_energy_share
Egypt,2007,0.1306,renewable_energy_share
Nigeria,2007,0.271,renewable_energy_share
South Africa,2007,0.0157,renewable_energy_share
Iran,2007,0.0889,renewable_energy_share
Kuwait,2007,0,renewable_energy_share
Saudi Arabia,2007,0,renewable_energy_share
United Arab Emirates,2007,0,renewable_energy_share
Belgium,2008,0.0679,renewable_energy_share
Czech Rep.,2008,0.0488,renewable_energy_share
France,2008,0.1369,renewable_energy_share
Germany,2008,0.155,renewable_energy_share
Italy,2008,0.1998,renewable_energy_share
Netherlands,2008,0.0886,renewable_energy_share
Poland,2008,0.0464,renewable_energy_share
Portugal,2008,0.3293,renewable_energy_share
Romania,2008,0.2652,renewable_energy_share
Spain,2008,0.2069,renewable_energy_share
Sweden,2008,0.5435,renewable_energy_share
United Kingdom,2008,0.0667,renewable_energy_share
Norway,2008,0.9941,renewable_energy_share
Turkey,2008,0.1735,renewable_energy_share
Kazakhstan,2008,0.0929,renewable_energy_share
Russia,2008,0.1607,renewable_energy_share
Ukraine,2008,0.0614,renewable_energy_share
Uzbekistan,2008,0.23,renewable_energy_share
Canada,2008,0.6148,renewable_energy_share
United States,2008,0.0953,renewable_energy_share
Argentina,2008,0.2654,renewable_energy_share
Brazil,2008,0.8427,renewable_energy_share
Chile,2008,0.4575,renewable_energy_share
Colombia,2008,0.8401,renewable_energy_share
Mexico,2008,0.1754,renewable_energy_share
Venezuela,2008,0.7279,renewable_energy_share
China,2008,0.1774,renewable_energy_share
India,2008,0.1651,renewable_energy_share
Indonesia,2008,0.1332,renewable_energy_share
Japan,2008,0.0937,renewable_energy_share
Malaysia,2008,0.0763,renewable_energy_share
South Korea,2008,0.0154,renewable_energy_share
Taiwan,2008,0.0436,renewable_energy_share
Thailand,2008,0.066,renewable_energy_share
Australia,2008,0.0817,renewable_energy_share
New Zealand,2008,0.6425,renewable_energy_share
Algeria,2008,0.0066,renewable_energy_share
Egypt,2008,0.119,renewable_energy_share
Nigeria,2008,0.271,renewable_energy_share
South Africa,2008,0.0165,renewable_energy_share
Iran,2008,0.0242,renewable_energy_share
Kuwait,2008,0,renewable_energy_share
Saudi Arabia,2008,0,renewable_energy_share
United Arab Emirates,2008,0,renewable_energy_share
Belgium,2009,0.0753,renewable_energy_share
Czech Rep.,2009,0.0634,renewable_energy_share
France,2009,0.1393,renewable_energy_share
Germany,2009,0.1687,renewable_energy_share
Italy,2009,0.2514,renewable_energy_share
Netherlands,2009,0.0953,renewable_energy_share
Poland,2009,0.0611,renewable_energy_share
Portugal,2009,0.3788,renewable_energy_share
Romania,2009,0.2728,renewable_energy_share
Spain,2009,0.2608,renewable_energy_share
Sweden,2009,0.5846,renewable_energy_share
United Kingdom,2009,0.0768,renewable_energy_share
Norway,2009,0.9659,renewable_energy_share
Turkey,2009,0.1958,renewable_energy_share
Kazakhstan,2009,0.0874,renewable_energy_share
Russia,2009,0.178,renewable_energy_share
Ukraine,2009,0.0698,renewable_energy_share
Uzbekistan,2009,0.1868,renewable_energy_share
Canada,2009,0.6286,renewable_energy_share
United States,2009,0.1078,renewable_energy_share
Argentina,2009,0.2918,renewable_energy_share
Brazil,2009,0.89,renewable_energy_share
Chile,2009,0.4883,renewable_energy_share
Colombia,2009,0.7288,renewable_energy_share
Mexico,2009,0.1295,renewable_energy_share
Venezuela,2009,0.7189,renewable_energy_share
China,2009,0.1786,renewable_energy_share
India,2009,0.1566,renewable_energy_share
Indonesia,2009,0.1323,renewable_energy_share
Japan,2009,0.0973,renewable_energy_share
Malaysia,2009,0.0701,renewable_energy_share
South Korea,2009,0.0165,renewable_energy_share
Taiwan,2009,0.0427,renewable_energy_share
Thailand,2009,0.069,renewable_energy_share
Australia,2009,0.0752,renewable_energy_share
New Zealand,2009,0.7171,renewable_energy_share
Algeria,2009,0.0075,renewable_energy_share
Egypt,2009,0.1007,renewable_energy_share
Nigeria,2009,0.229,renewable_energy_share
South Africa,2009,0.0178,renewable_energy_share
Iran,2009,0.0337,renewable_energy_share
Kuwait,2009,0,renewable_energy_share
Saudi Arabia,2009,0,renewable_energy_share
United Arab Emirates,2009,0,renewable_energy_share
Belgium,2010,0.0825,renewable_energy_share
Czech Rep.,2010,0.0756,renewable_energy_share
France,2010,0.1459,renewable_energy_share
Germany,2010,0.1757,renewable_energy_share
Italy,2010,0.2657,renewable_energy_share
Netherlands,2010,0.0939,renewable_energy_share
Poland,2010,0.0727,renewable_energy_share
Portugal,2010,0.5316,renewable_energy_share
Romania,2010,0.3388,renewable_energy_share
Spain,2010,0.3349,renewable_energy_share
Sweden,2010,0.5533,renewable_energy_share
United Kingdom,2010,0.0758,renewable_energy_share
Norway,2010,0.9575,renewable_energy_share
Turkey,2010,0.2638,renewable_energy_share
Kazakhstan,2010,0.0971,renewable_energy_share
Russia,2010,0.1628,renewable_energy_share
Ukraine,2010,0.0709,renewable_energy_share
Uzbekistan,2010,0.2098,renewable_energy_share
Canada,2010,0.614,renewable_energy_share
United States,2010,0.1061,renewable_energy_share
Argentina,2010,0.2877,renewable_energy_share
Brazil,2010,0.8472,renewable_energy_share
Chile,2010,0.402,renewable_energy_share
Colombia,2010,0.7212,renewable_energy_share
Mexico,2010,0.166,renewable_energy_share
Venezuela,2010,0.6749,renewable_energy_share
China,2010,0.1883,renewable_energy_share
India,2010,0.1604,renewable_energy_share
Indonesia,2010,0.1585,renewable_energy_share
Japan,2010,0.1119,renewable_energy_share
Malaysia,2010,0.0599,renewable_energy_share
South Korea,2010,0.018,renewable_energy_share
Taiwan,2010,0.042,renewable_energy_share
Thailand,2010,0.0561,renewable_energy_share
Australia,2010,0.0863,renewable_energy_share
New Zealand,2010,0.7318,renewable_energy_share
Algeria,2010,0.0036,renewable_energy_share
Egypt,2010,0.1005,renewable_energy_share
Nigeria,2010,0.244,renewable_energy_share
South Africa,2010,0.0208,renewable_energy_share
Iran,2010,0.0416,renewable_energy_share
Kuwait,2010,0,renewable_energy_share
Saudi Arabia,2010,0,renewable_energy_share
United Arab Emirates,2010,0,renewable_energy_share
Belgium,2011,0.1064,renewable_energy_share
Czech Rep.,2011,0.0909,renewable_energy_share
France,2011,0.1237,renewable_energy_share
Germany,2011,0.2114,renewable_energy_share
Italy,2011,0.2806,renewable_energy_share
Netherlands,2011,0.1081,renewable_energy_share
Poland,2011,0.083,renewable_energy_share
Portugal,2011,0.4706,renewable_energy_share
Romania,2011,0.2657,renewable_energy_share
Spain,2011,0.3057,renewable_energy_share
Sweden,2011,0.5598,renewable_energy_share
United Kingdom,2011,0.1021,renewable_energy_share
Norway,2011,0.9653,renewable_energy_share
Turkey,2011,0.2533,renewable_energy_share
Kazakhstan,2011,0.091,renewable_energy_share
Russia,2011,0.1594,renewable_energy_share
Ukraine,2011,0.0575,renewable_energy_share
Uzbekistan,2011,0.1954,renewable_energy_share
Canada,2011,0.6234,renewable_energy_share
United States,2011,0.1269,renewable_energy_share
Argentina,2011,0.3248,renewable_energy_share
Brazil,2011,0.8712,renewable_energy_share
Chile,2011,0.396,renewable_energy_share
Colombia,2011,0.8347,renewable_energy_share
Mexico,2011,0.1489,renewable_energy_share
Venezuela,2011,0.7093,renewable_energy_share
China,2011,0.1695,renewable_energy_share
India,2011,0.1732,renewable_energy_share
Indonesia,2011,0.1199,renewable_energy_share
Japan,2011,0.1216,renewable_energy_share
Malaysia,2011,0.0671,renewable_energy_share
South Korea,2011,0.0205,renewable_energy_share
Taiwan,2011,0.0408,renewable_energy_share
Thailand,2011,0.0805,renewable_energy_share
Australia,2011,0.1044,renewable_energy_share
New Zealand,2011,0.7604,renewable_energy_share
Algeria,2011,0.009,renewable_energy_share
Egypt,2011,0.0933,renewable_energy_share
Nigeria,2011,0.2176,renewable_energy_share
South Africa,2011,0.0204,renewable_energy_share
Iran,2011,0.0512,renewable_energy_share
Kuwait,2011,0,renewable_energy_share
Saudi Arabia,2011,0,renewable_energy_share
United Arab Emirates,2011,0,renewable_energy_share
Belgium,2012,0.1418,renewable_energy_share
Czech Rep.,2012,0.1006,renewable_energy_share
France,2012,0.1556,renewable_energy_share
Germany,2012,0.2375,renewable_energy_share
Italy,2012,0.3148,renewable_energy_share
Netherlands,2012,0.1211,renewable_energy_share
Poland,2012,0.1067,renewable_energy_share
Portugal,2012,0.4378,renewable_energy_share
Romania,2012,0.2574,renewable_energy_share
Spain,2012,0.3044,renewable_energy_share
Sweden,2012,0.591,renewable_energy_share
United Kingdom,2012,0.1215,renewable_energy_share
Norway,2012,0.9797,renewable_energy_share
Turkey,2012,0.2723,renewable_energy_share
Kazakhstan,2012,0.0823,renewable_energy_share
Russia,2012,0.1568,renewable_energy_share
Ukraine,2012,0.0591,renewable_energy_share
Uzbekistan,2012,0.2135,renewable_energy_share
Canada,2012,0.6324,renewable_energy_share
United States,2012,0.1241,renewable_energy_share
Argentina,2012,0.2949,renewable_energy_share
Brazil,2012,0.8245,renewable_energy_share
Chile,2012,0.3645,renewable_energy_share
Colombia,2012,0.7955,renewable_energy_share
Mexico,2012,0.1379,renewable_energy_share
Venezuela,2012,0.6741,renewable_energy_share
China,2012,0.2012,renewable_energy_share
India,2012,0.1573,renewable_energy_share
Indonesia,2012,0.1124,renewable_energy_share
Japan,2012,0.1187,renewable_energy_share
Malaysia,2012,0.0738,renewable_energy_share
South Korea,2012,0.0202,renewable_energy_share
Taiwan,2012,0.0481,renewable_energy_share
Thailand,2012,0.0839,renewable_energy_share
Australia,2012,0.1061,renewable_energy_share
New Zealand,2012,0.7187,renewable_energy_share
Algeria,2012,0.01,renewable_energy_share
Egypt,2012,0.0888,renewable_energy_share
Nigeria,2012,0.1971,renewable_energy_share
South Africa,2012,0.0176,renewable_energy_share
Iran,2012,0.0499,renewable_energy_share
Kuwait,2012,0,renewable_energy_share
Saudi Arabia,2012,0,renewable_energy_share
United Arab Emirates,2012,0,renewable_energy_share
Belgium,2013,0.1557,renewable_energy_share
Czech Rep.,2013,0.1175,renewable_energy_share
France,2013,0.1779,renewable_energy_share
Germany,2013,0.2476,renewable_energy_share
Italy,2013,0.3931,renewable_energy_share
Netherlands,2013,0.1198,renewable_energy_share
Poland,2013,0.1071,renewable_energy_share
Portugal,2013,0.5924,renewable_energy_share
Romania,2013,0.3481,renewable_energy_share
Spain,2013,0.4047,renewable_energy_share
Sweden,2013,0.5407,renewable_energy_share
United Kingdom,2013,0.1568,renewable_energy_share
Norway,2013,0.9771,renewable_energy_share
Turkey,2013,0.2882,renewable_energy_share
Kazakhstan,2013,0.0751,renewable_energy_share
Russia,2013,0.1729,renewable_energy_share
Ukraine,2013,0.0812,renewable_energy_share
Uzbekistan,2013,0.2133,renewable_energy_share
Canada,2013,0.633,renewable_energy_share
United States,2013,0.1303,renewable_energy_share
Argentina,2013,0.3168,renewable_energy_share
Brazil,2013,0.7669,renewable_energy_share
Chile,2013,0.3567,renewable_energy_share
Colombia,2013,0.74,renewable_energy_share
Mexico,2013,0.133,renewable_energy_share
Venezuela,2013,0.6783,renewable_energy_share
China,2013,0.2045,renewable_energy_share
India,2013,0.1735,renewable_energy_share
Indonesia,2013,0.1227,renewable_energy_share
Japan,2013,0.1277,renewable_energy_share
Malaysia,2013,0.0858,renewable_energy_share
South Korea,2013,0.0238,renewable_energy_share
Taiwan,2013,0.0495,renewable_energy_share
Thailand,2013,0.0828,renewable_energy_share
